country,province,year,month,arrivals
Finland,SK,11,9,2
Finland,SK,11,10,1
Finland,SK,11,11,8
Finland,SK,11,12,2
Finland,SK,12,1,1
Finland,SK,12,2,1
Finland,SK,12,3,2
Finland,SK,12,5,3
Finland,SK,12,6,4
Finland,SK,12,7,3
Finland,SK,12,8,8
Finland,SK,12,9,1
Finland,SK,12,10,5
Finland,SK,12,11,1
Finland,SK,12,12,3
Finland,SK,13,1,5
Finland,SK,13,2,4
Finland,SK,13,3,3
Finland,SK,13,4,5
Finland,SK,13,5,6
Finland,SK,13,6,10
Finland,SK,13,7,6
Finland,SK,13,8,9
Finland,SK,13,9,10
Finland,SK,13,10,10
Finland,SK,13,11,2
Finland,SK,13,12,7
Finland,SK,14,1,7
Finland,SK,14,3,2
Finland,SK,14,4,1
Finland,SK,14,5,3
Finland,SK,14,6,13
Finland,SK,14,8,9
Finland,SK,14,9,2
Finland,SK,14,10,3
Finland,SK,14,11,4
Finland,SK,14,12,3
Finland,SK,15,1,2
Finland,SK,15,8,4
Finland,SK,15,9,2
Finland,SK,15,10,1
Finland,SK,15,12,1
Finland,SK,16,1,4
Finland,SK,16,2,6
Finland,SK,16,3,2
Finland,SK,16,4,1
Finland,SK,16,5,3
France,AB,10,9,693
France,AB,10,10,356
France,AB,10,11,216
France,AB,10,12,367
France,AB,11,1,342
France,AB,11,2,460
France,AB,11,3,330
France,AB,11,4,368
France,AB,11,5,410
France,AB,11,6,715
France,AB,11,7,1517
France,AB,11,8,1248
France,AB,11,9,660
France,AB,11,10,432
France,AB,11,11,448
France,AB,11,12,412
France,AB,12,1,321
France,AB,12,2,370
France,AB,12,3,295
France,AB,12,5,680
France,AB,12,6,980
France,AB,12,7,1555
France,AB,12,8,1286
France,AB,12,9,747
France,AB,12,10,308
France,AB,12,11,194
France,AB,12,12,311
France,AB,13,1,227
France,AB,13,2,289
France,AB,13,3,314
France,AB,13,4,374
France,AB,13,5,466
France,AB,13,6,849
France,AB,13,7,1323
France,AB,13,8,1106
France,AB,13,9,964
France,AB,13,10,342
France,AB,13,11,280
France,AB,13,12,374
France,AB,14,1,287
France,AB,14,2,331
France,AB,14,3,417
France,AB,14,4,336
France,AB,14,5,426
France,AB,14,6,1059
France,AB,14,7,1409
France,AB,14,8,1599
France,AB,14,9,998
France,AB,14,10,306
France,AB,14,11,372
France,AB,14,12,745
France,AB,15,1,382
France,AB,15,2,403
France,AB,15,3,391
France,AB,15,4,312
France,AB,15,5,472
France,AB,15,6,1169
France,AB,15,7,1397
France,AB,15,8,1383
France,AB,15,9,945
France,AB,15,10,276
France,AB,15,11,370
France,AB,15,12,338
France,AB,16,1,352
France,AB,16,2,268
France,AB,16,3,350
France,AB,16,4,329
France,AB,16,5,514
France,BC,10,9,2619
France,BC,10,10,1322
France,BC,10,11,764
France,BC,10,12,1262
France,BC,11,1,901
France,BC,11,2,937
France,BC,11,3,1184
France,BC,11,4,1522
France,BC,11,5,2142
France,BC,11,6,2794
France,BC,11,7,5035
France,BC,11,8,4846
France,BC,11,9,2502
France,BC,11,10,1162
France,BC,11,11,1574
France,BC,11,12,1067
France,BC,12,1,821
France,BC,12,2,966
France,BC,12,3,947
France,BC,12,5,1883
France,BC,12,6,2588
France,BC,12,7,5073
France,BC,12,8,4766
France,BC,12,9,2372
France,BC,12,10,1121
France,BC,12,11,622
France,BC,12,12,892
France,BC,13,1,710
France,BC,13,2,743
France,BC,13,3,667
France,BC,13,4,1139
France,BC,13,5,1739
France,BC,13,6,2385
France,BC,13,7,4672
France,BC,13,8,4620
France,BC,13,9,2236
France,BC,13,10,1042
France,BC,13,11,800
France,BC,13,12,903
France,BC,14,1,836
France,BC,14,2,752
France,BC,14,3,879
France,BC,14,4,1238
France,BC,14,5,1731
France,BC,14,6,2557
France,BC,14,7,4498
France,BC,14,8,4946
France,BC,14,9,2396
France,BC,14,10,1378
France,BC,14,11,732
France,BC,14,12,1193
France,BC,15,1,785
France,BC,15,2,824
France,BC,15,3,848
France,BC,15,4,1907
France,BC,15,5,2521
France,BC,15,6,3259
France,BC,15,7,6486
France,BC,15,8,5823
France,BC,15,9,3095
France,BC,15,10,1419
France,BC,15,11,921
France,BC,15,12,2516
France,BC,16,1,1245
France,BC,16,2,1305
France,BC,16,3,1126
France,BC,16,4,1868
France,BC,16,5,2435
France,MB,10,9,41
France,MB,10,10,36
France,MB,10,11,23
France,MB,10,12,34
France,MB,11,1,32
France,MB,11,2,14
France,MB,11,3,14
France,MB,11,4,20
France,MB,11,5,38
France,MB,11,6,34
France,MB,11,7,22
France,MB,11,8,52
France,MB,11,9,17
France,MB,11,10,29
France,MB,11,11,70
France,MB,11,12,31
France,MB,12,1,22
France,MB,12,2,10
France,MB,12,3,19
France,MB,12,5,35
France,MB,12,6,29
France,MB,12,7,44
France,MB,12,8,41
France,MB,12,9,22
France,MB,12,10,24
France,MB,12,11,16
France,MB,12,12,35
France,MB,13,1,16
France,MB,13,2,17
France,MB,13,3,11
France,MB,13,4,10
France,MB,13,5,16
France,MB,13,6,17
France,MB,13,7,56
France,MB,13,8,57
France,MB,13,9,42
France,MB,13,10,25
France,MB,13,11,12
France,MB,13,12,42
France,MB,14,1,22
France,MB,14,2,16
France,MB,14,3,9
France,MB,14,4,14
France,MB,14,5,27
France,MB,14,6,24
France,MB,14,7,38
France,MB,14,8,59
France,MB,14,9,33
France,MB,14,10,10
France,MB,14,11,6
France,MB,14,12,18
France,MB,15,1,14
France,MB,15,2,18
France,MB,15,3,23
France,MB,15,4,23
France,MB,15,5,15
France,MB,15,6,17
France,MB,15,7,16
France,MB,15,8,57
France,MB,15,9,45
France,MB,15,10,8
France,MB,15,11,20
France,MB,15,12,17
France,MB,16,1,17
France,MB,16,2,10
France,MB,16,3,11
France,MB,16,4,28
France,MB,16,5,31
France,NB,10,9,106
France,NB,10,10,78
France,NB,10,11,5
France,NB,10,12,10
France,NB,11,1,8
France,NB,11,2,9
France,NB,11,3,11
France,NB,11,4,19
France,NB,11,5,30
France,NB,11,6,33
France,NB,11,7,180
France,NB,11,8,255
France,NB,11,9,65
France,NB,11,10,62
France,NB,11,11,8
France,NB,11,12,6
France,NB,12,1,12
France,NB,12,2,5
France,NB,12,3,11
France,NB,12,5,20
France,NB,12,6,35
France,NB,12,7,116
France,NB,12,8,146
France,NB,12,9,59
France,NB,12,10,68
France,NB,12,11,9
France,NB,12,12,3
France,NB,13,1,2
France,NB,13,2,3
France,NB,13,3,9
France,NB,13,4,18
France,NB,13,5,16
France,NB,13,6,49
France,NB,13,7,53
France,NB,13,8,116
France,NB,13,9,66
France,NB,13,10,77
France,NB,13,11,4
France,NB,13,12,1
France,NB,14,1,5
France,NB,14,2,2
France,NB,14,3,2
France,NB,14,4,19
France,NB,14,5,8
France,NB,14,6,23
France,NB,14,7,95
France,NB,14,8,124
France,NB,14,9,80
France,NB,14,10,35
France,NB,14,11,6
France,NB,14,12,12
France,NB,15,1,10
France,NB,15,2,12
France,NB,15,3,8
France,NB,15,4,9
France,NB,15,5,31
France,NB,15,6,33
France,NB,15,7,74
France,NB,15,8,59
France,NB,15,9,54
France,NB,15,10,101
France,NB,15,11,2
France,NB,15,12,1
France,NB,16,1,7
France,NB,16,2,15
France,NB,16,3,8
France,NB,16,4,9
France,NB,16,5,21
France,NL,10,9,163
France,NL,10,10,118
France,NL,10,11,99
France,NL,10,12,84
France,NL,11,1,82
France,NL,11,2,105
France,NL,11,3,81
France,NL,11,4,66
France,NL,11,5,102
France,NL,11,6,157
France,NL,11,7,306
France,NL,11,8,814
France,NL,11,9,168
France,NL,11,10,138
France,NL,11,11,276
France,NL,11,12,94
France,NL,12,1,78
France,NL,12,2,81
France,NL,12,3,120
France,NL,12,5,80
France,NL,12,6,190
France,NL,12,7,237
France,NL,12,8,236
France,NL,12,9,160
France,NL,12,10,162
France,NL,12,11,89
France,NL,12,12,96
France,NL,13,1,119
France,NL,13,2,72
France,NL,13,3,104
France,NL,13,4,88
France,NL,13,5,110
France,NL,13,6,260
France,NL,13,7,250
France,NL,13,8,256
France,NL,13,9,294
France,NL,13,10,139
France,NL,13,11,119
France,NL,13,12,107
France,NL,14,1,100
France,NL,14,2,92
France,NL,14,3,268
France,NL,14,4,137
France,NL,14,5,144
France,NL,14,6,219
France,NL,14,7,264
France,NL,14,8,408
France,NL,14,9,207
France,NL,14,10,151
France,NL,14,11,137
France,NL,14,12,136
France,NL,15,1,89
France,NL,15,2,58
France,NL,15,3,110
France,NL,15,4,99
France,NL,15,5,179
France,NL,15,6,217
France,NL,15,7,292
France,NL,15,8,268
France,NL,15,9,187
France,NL,15,10,72
France,NL,15,11,124
France,NL,15,12,99
France,NL,16,1,105
France,NL,16,2,90
France,NL,16,3,138
France,NL,16,4,169
France,NL,16,5,84
France,NS,10,9,761
France,NS,10,10,469
France,NS,10,11,73
France,NS,10,12,126
France,NS,11,1,95
France,NS,11,2,132
France,NS,11,3,89
France,NS,11,4,637
France,NS,11,5,121
France,NS,11,6,202
France,NS,11,7,401
France,NS,11,8,430
France,NS,11,9,683
France,NS,11,10,430
France,NS,11,11,178
France,NS,11,12,128
France,NS,12,1,85
France,NS,12,2,81
France,NS,12,3,128
France,NS,12,5,81
France,NS,12,6,195
France,NS,12,7,372
France,NS,12,8,438
France,NS,12,9,261
France,NS,12,10,156
France,NS,12,11,68
France,NS,12,12,86
France,NS,13,1,111
France,NS,13,2,73
France,NS,13,3,67
France,NS,13,4,102
France,NS,13,5,116
France,NS,13,6,179
France,NS,13,7,311
France,NS,13,8,439
France,NS,13,9,198
France,NS,13,10,185
France,NS,13,11,74
France,NS,13,12,83
France,NS,14,1,71
France,NS,14,2,56
France,NS,14,3,61
France,NS,14,4,188
France,NS,14,5,129
France,NS,14,6,187
France,NS,14,7,445
France,NS,14,8,531
France,NS,14,9,209
France,NS,14,10,176
France,NS,14,11,79
France,NS,14,12,87
France,NS,15,1,74
France,NS,15,2,67
France,NS,15,3,75
France,NS,15,4,85
France,NS,15,5,169
France,NS,15,6,300
France,NS,15,7,544
France,NS,15,8,368
France,NS,15,9,207
France,NS,15,10,163
France,NS,15,11,65
France,NS,15,12,114
France,NS,16,1,54
France,NS,16,2,80
France,NS,16,3,61
France,NS,16,4,135
France,NS,16,5,144
France,ON,10,9,13623
France,ON,10,10,7095
France,ON,10,11,2823
France,ON,10,12,4362
France,ON,11,1,3267
France,ON,11,2,3111
France,ON,11,3,2967
France,ON,11,4,5891
France,ON,11,5,6517
France,ON,11,6,7902
France,ON,11,7,11785
France,ON,11,8,12564
France,ON,11,9,12970
France,ON,11,10,6226
France,ON,11,11,5862
France,ON,11,12,4702
France,ON,12,1,3384
France,ON,12,2,4150
France,ON,12,3,3525
France,ON,12,5,6932
France,ON,12,6,7641
France,ON,12,7,11827
France,ON,12,8,11982
France,ON,12,9,12648
France,ON,12,10,6668
France,ON,12,11,3238
France,ON,12,12,4621
France,ON,13,1,3520
France,ON,13,2,3722
France,ON,13,3,4633
France,ON,13,4,6116
France,ON,13,5,7707
France,ON,13,6,7547
France,ON,13,7,10391
France,ON,13,8,13153
France,ON,13,9,11771
France,ON,13,10,7785
France,ON,13,11,2895
France,ON,13,12,4803
France,ON,14,1,3391
France,ON,14,2,3582
France,ON,14,3,4159
France,ON,14,4,6349
France,ON,14,5,8057
France,ON,14,6,9024
France,ON,14,7,12747
France,ON,14,8,14606
France,ON,14,9,12368
France,ON,14,10,8295
France,ON,14,11,3606
France,ON,14,12,4630
France,ON,15,1,3901
France,ON,15,2,4551
France,ON,15,3,3550
France,ON,15,4,6001
France,ON,15,5,7883
France,ON,15,6,9468
France,ON,15,7,13591
France,ON,15,8,16959
France,ON,15,9,16516
France,ON,15,10,9142
France,ON,15,11,3363
France,ON,15,12,4795
France,ON,16,1,3768
France,ON,16,2,4685
France,ON,16,3,3523
France,ON,16,4,5760
France,ON,16,5,7059
France,PE,11,3,6
France,PE,11,7,3
France,PE,11,8,3
France,PE,11,9,4
France,PE,12,7,5
France,PE,12,8,4
France,PE,12,10,25
France,PE,13,7,13
France,PE,13,8,2
France,PE,14,7,4
France,PE,14,8,2
France,PE,14,11,4
France,PE,15,8,2
France,QC,10,9,38606
France,QC,10,10,24909
France,QC,10,11,11594
France,QC,10,12,20905
France,QC,11,1,16883
France,QC,11,2,23001
France,QC,11,3,15699
France,QC,11,4,21524
France,QC,11,5,26632
France,QC,11,6,31544
France,QC,11,7,51952
France,QC,11,8,52305
France,QC,11,9,42769
France,QC,11,10,27150
France,QC,11,11,23442
France,QC,11,12,22390
France,QC,12,1,15350
France,QC,12,2,24836
France,QC,12,3,16962
France,QC,12,5,25497
France,QC,12,6,33317
France,QC,12,7,51479
France,QC,12,8,49581
France,QC,12,9,40052
France,QC,12,10,26429
France,QC,12,11,13058
France,QC,12,12,22876
France,QC,13,1,15215
France,QC,13,2,20345
France,QC,13,3,19052
France,QC,13,4,22180
France,QC,13,5,27889
France,QC,13,6,30637
France,QC,13,7,50732
France,QC,13,8,55455
France,QC,13,9,40658
France,QC,13,10,26953
France,QC,13,11,12653
France,QC,13,12,24401
France,QC,14,1,14379
France,QC,14,2,20958
France,QC,14,3,17045
France,QC,14,4,22003
France,QC,14,5,27973
France,QC,14,6,34051
France,QC,14,7,55198
France,QC,14,8,59496
France,QC,14,9,41768
France,QC,14,10,29735
France,QC,14,11,13745
France,QC,14,12,24783
France,QC,15,1,15836
France,QC,15,2,23571
France,QC,15,3,15604
France,QC,15,4,21281
France,QC,15,5,29516
France,QC,15,6,34925
France,QC,15,7,53911
France,QC,15,8,57104
France,QC,15,9,43532
France,QC,15,10,32052
France,QC,15,11,13171
France,QC,15,12,23113
France,QC,16,1,16686
France,QC,16,2,24870
France,QC,16,3,15914
France,QC,16,4,21772
France,QC,16,5,30126
France,SK,10,9,31
France,SK,10,10,6
France,SK,10,11,6
France,SK,10,12,15
France,SK,11,1,6
France,SK,11,2,1
France,SK,11,3,4
France,SK,11,4,3
France,SK,11,5,5
France,SK,11,6,2
France,SK,11,7,22
France,SK,11,8,13
France,SK,11,9,18
France,SK,11,10,6
France,SK,11,11,6
France,SK,11,12,5
France,SK,12,1,5
France,SK,12,2,2
France,SK,12,3,8
France,SK,12,5,9
France,SK,12,6,9
France,SK,12,7,13
France,SK,12,8,26
France,SK,12,9,17
France,SK,12,10,10
France,SK,12,11,3
France,SK,12,12,9
France,SK,13,1,6
France,SK,13,2,9
France,SK,13,3,4
France,SK,13,4,6
France,SK,13,5,10
France,SK,13,6,20
France,SK,13,7,13
France,SK,13,8,36
France,SK,13,9,17
France,SK,13,10,12
France,SK,13,11,2
France,SK,13,12,6
France,SK,14,1,11
France,SK,14,2,4
France,SK,14,3,3
France,SK,14,4,16
France,SK,14,5,6
France,SK,14,6,20
France,SK,14,7,24
France,SK,14,8,36
France,SK,14,9,16
France,SK,14,10,8
France,SK,14,11,5
France,SK,14,12,4
France,SK,15,1,10
France,SK,15,2,1
France,SK,15,3,1
France,SK,15,4,5
France,SK,15,5,5
France,SK,15,6,7
France,SK,15,7,36
France,SK,15,8,19
France,SK,15,9,9
France,SK,15,10,14
France,SK,15,12,1
France,SK,16,1,8
France,SK,16,2,2
France,SK,16,3,1
France,SK,16,4,4
France,SK,16,5,10
French Guiana,AB,11,3,2
French Guiana,AB,11,8,4
French Guiana,AB,11,9,2
French Guiana,AB,12,7,2
French Guiana,AB,13,8,8
French Guiana,AB,14,8,4
French Guiana,AB,14,11,2
French Guiana,AB,14,12,4
French Guiana,AB,15,7,4
French Guiana,AB,15,8,2
French Guiana,AB,15,9,3
French Guiana,AB,15,12,4
French Guiana,AB,16,4,2
French Guiana,BC,10,12,2
French Guiana,BC,11,2,2
French Guiana,BC,12,3,2
French Guiana,BC,12,7,4
French Guiana,BC,12,8,2
French Guiana,BC,13,1,2
French Guiana,BC,13,3,2
French Guiana,BC,13,8,2
French Guiana,BC,14,8,2
French Guiana,BC,15,6,2
French Guiana,BC,15,7,7
French Guiana,BC,15,8,3
French Guiana,BC,16,1,6
French Guiana,NL,12,9,1
French Guiana,NS,11,7,4
French Guiana,NS,11,9,2
French Guiana,NS,12,5,2
French Guiana,NS,14,7,16
French Guiana,NS,14,8,2
French Guiana,NS,15,1,2
French Guiana,NS,15,8,7
French Guiana,NS,16,5,1
French Guiana,ON,10,9,6
French Guiana,ON,10,10,10
French Guiana,ON,10,11,2
French Guiana,ON,10,12,2
French Guiana,ON,11,2,6
French Guiana,ON,11,4,2
French Guiana,ON,11,7,22
French Guiana,ON,11,8,14
French Guiana,ON,11,9,4
French Guiana,ON,11,10,4
French Guiana,ON,11,11,8
French Guiana,ON,11,12,4
French Guiana,ON,12,1,0
French Guiana,ON,12,2,8
French Guiana,ON,12,3,8
French Guiana,ON,12,5,2
French Guiana,ON,12,6,0
French Guiana,ON,12,7,4
French Guiana,ON,12,8,30
French Guiana,ON,12,10,2
French Guiana,ON,12,11,4
French Guiana,ON,12,12,12
French Guiana,ON,13,1,2
French Guiana,ON,13,3,6
French Guiana,ON,13,4,2
French Guiana,ON,13,5,2
French Guiana,ON,13,7,32
French Guiana,ON,13,8,16
French Guiana,ON,13,9,4
French Guiana,ON,14,2,4
French Guiana,ON,14,4,6
French Guiana,ON,14,6,4
French Guiana,ON,14,7,48
French Guiana,ON,14,8,52
French Guiana,ON,14,9,8
French Guiana,ON,14,10,4
French Guiana,ON,14,12,6
French Guiana,ON,15,1,2
French Guiana,ON,15,2,20
French Guiana,ON,15,3,4
French Guiana,ON,15,4,2
French Guiana,ON,15,5,12
French Guiana,ON,15,6,4
French Guiana,ON,15,7,58
French Guiana,ON,15,8,39
French Guiana,ON,15,9,10
French Guiana,ON,15,10,9
French Guiana,ON,15,11,4
French Guiana,ON,15,12,2
French Guiana,ON,16,2,16
French Guiana,ON,16,4,5
French Guiana,ON,16,5,7
French Guiana,QC,10,9,18
French Guiana,QC,10,10,8
French Guiana,QC,10,12,4
French Guiana,QC,11,1,2
French Guiana,QC,11,2,4
French Guiana,QC,11,3,12
French Guiana,QC,11,4,14
French Guiana,QC,11,5,6
French Guiana,QC,11,6,12
French Guiana,QC,11,7,28
French Guiana,QC,11,8,40
French Guiana,QC,11,9,18
French Guiana,QC,11,10,10
French Guiana,QC,11,11,4
French Guiana,QC,11,12,14
French Guiana,QC,12,1,6
French Guiana,QC,12,2,6
French Guiana,QC,12,3,4
French Guiana,QC,12,5,8
French Guiana,QC,12,6,26
French Guiana,QC,12,7,64
French Guiana,QC,12,8,26
French Guiana,QC,12,9,4
French Guiana,QC,12,10,8
French Guiana,QC,12,12,18
French Guiana,QC,13,1,6
French Guiana,QC,13,2,10
French Guiana,QC,13,3,6
French Guiana,QC,13,5,24
French Guiana,QC,13,6,6
French Guiana,QC,13,7,58
French Guiana,QC,13,8,32
French Guiana,QC,13,9,18
French Guiana,QC,13,10,10
French Guiana,QC,13,11,1
French Guiana,QC,13,12,8
French Guiana,QC,14,2,6
French Guiana,QC,14,3,8
French Guiana,QC,14,4,6
French Guiana,QC,14,5,8
French Guiana,QC,14,6,8
French Guiana,QC,14,7,70
French Guiana,QC,14,8,52
French Guiana,QC,14,9,30
French Guiana,QC,14,10,6
French Guiana,QC,14,11,4
French Guiana,QC,14,12,20
French Guiana,QC,15,1,16
French Guiana,QC,15,2,8
French Guiana,QC,15,3,20
French Guiana,QC,15,4,28
French Guiana,QC,15,5,10
French Guiana,QC,15,6,34
French Guiana,QC,15,7,90
French Guiana,QC,15,8,58
French Guiana,QC,15,9,54
French Guiana,QC,15,10,26
French Guiana,QC,15,11,16
French Guiana,QC,15,12,24
French Guiana,QC,16,1,17
French Guiana,QC,16,2,24
French Guiana,QC,16,3,4
French Guiana,QC,16,4,65
French Guiana,QC,16,5,15
French Guiana,SK,14,4,1
French Polynesia,AB,11,1,10
French Polynesia,AB,11,2,4
French Polynesia,AB,11,4,14
French Polynesia,AB,11,5,10
French Polynesia,AB,11,6,12
French Polynesia,AB,11,7,12
French Polynesia,AB,11,8,6
French Polynesia,AB,11,12,4
French Polynesia,AB,12,1,2
French Polynesia,AB,12,2,2
French Polynesia,AB,12,6,2
French Polynesia,AB,12,7,8
French Polynesia,AB,12,8,16
French Polynesia,AB,12,9,2
French Polynesia,AB,12,12,4
French Polynesia,AB,13,3,24
French Polynesia,AB,13,4,10
French Polynesia,AB,13,6,8
French Polynesia,AB,13,7,14
French Polynesia,AB,13,8,8
French Polynesia,AB,13,12,6
French Polynesia,AB,14,3,16
French Polynesia,AB,14,7,16
French Polynesia,AB,14,8,14
French Polynesia,AB,14,9,12
French Polynesia,AB,14,10,2
French Polynesia,AB,14,12,10
French Polynesia,AB,15,3,8
French Polynesia,AB,15,6,4
French Polynesia,AB,15,7,2
French Polynesia,AB,15,11,2
French Polynesia,AB,15,12,10
French Polynesia,AB,16,3,12
French Polynesia,BC,10,9,43
French Polynesia,BC,10,10,20
French Polynesia,BC,10,11,16
French Polynesia,BC,10,12,26
French Polynesia,BC,11,1,24
French Polynesia,BC,11,2,34
French Polynesia,BC,11,3,26
French Polynesia,BC,11,4,50
French Polynesia,BC,11,5,48
French Polynesia,BC,11,6,22
French Polynesia,BC,11,7,49
French Polynesia,BC,11,8,8
French Polynesia,BC,11,9,76
French Polynesia,BC,11,10,26
French Polynesia,BC,11,11,60
French Polynesia,BC,11,12,30
French Polynesia,BC,12,1,4
French Polynesia,BC,12,2,40
French Polynesia,BC,12,3,20
French Polynesia,BC,12,5,14
French Polynesia,BC,12,6,26
French Polynesia,BC,12,7,92
French Polynesia,BC,12,8,28
French Polynesia,BC,12,9,21
French Polynesia,BC,12,10,6
French Polynesia,BC,12,12,14
French Polynesia,BC,13,1,10
French Polynesia,BC,13,3,1
French Polynesia,BC,13,4,14
French Polynesia,BC,13,5,20
French Polynesia,BC,13,6,18
French Polynesia,BC,13,7,36
French Polynesia,BC,13,8,14
French Polynesia,BC,13,9,25
French Polynesia,BC,13,10,8
French Polynesia,BC,13,11,2
French Polynesia,BC,13,12,20
French Polynesia,BC,14,1,10
French Polynesia,BC,14,2,2
French Polynesia,BC,14,3,14
French Polynesia,BC,14,4,16
French Polynesia,BC,14,5,10
French Polynesia,BC,14,6,36
French Polynesia,BC,14,7,30
French Polynesia,BC,14,8,16
French Polynesia,BC,14,9,12
French Polynesia,BC,14,10,9
French Polynesia,BC,14,12,20
French Polynesia,BC,15,1,2
French Polynesia,BC,15,2,4
French Polynesia,BC,15,3,28
French Polynesia,BC,15,4,7
French Polynesia,BC,15,5,25
French Polynesia,BC,15,6,30
French Polynesia,BC,15,7,42
French Polynesia,BC,15,8,17
French Polynesia,BC,15,9,17
French Polynesia,BC,15,10,7
French Polynesia,BC,15,11,7
French Polynesia,BC,15,12,5
French Polynesia,BC,16,1,3
French Polynesia,BC,16,2,9
French Polynesia,BC,16,3,8
French Polynesia,BC,16,4,8
French Polynesia,BC,16,5,11
French Polynesia,MB,10,12,3
French Polynesia,MB,14,9,1
French Polynesia,NL,12,7,2
French Polynesia,NL,14,10,1
French Polynesia,NS,10,9,4
French Polynesia,NS,10,10,1
French Polynesia,NS,11,4,0
French Polynesia,NS,12,6,3
French Polynesia,NS,12,10,2
French Polynesia,NS,13,7,2
French Polynesia,NS,13,9,2
French Polynesia,NS,14,7,2
French Polynesia,NS,14,9,3
French Polynesia,NS,14,12,6
French Polynesia,NS,15,7,6
French Polynesia,NS,15,8,7
French Polynesia,NS,15,10,1
French Polynesia,NS,16,2,2
French Polynesia,NS,16,3,1
French Polynesia,ON,10,9,36
French Polynesia,ON,10,10,6
French Polynesia,ON,10,12,21
French Polynesia,ON,11,1,4
French Polynesia,ON,11,2,2
French Polynesia,ON,11,3,2
French Polynesia,ON,11,4,8
French Polynesia,ON,11,5,54
French Polynesia,ON,11,6,8
French Polynesia,ON,11,7,70
French Polynesia,ON,11,8,38
French Polynesia,ON,11,9,16
French Polynesia,ON,11,10,14
French Polynesia,ON,11,11,8
French Polynesia,ON,11,12,36
French Polynesia,ON,12,1,8
French Polynesia,ON,12,2,8
French Polynesia,ON,12,5,12
French Polynesia,ON,12,6,20
French Polynesia,ON,12,7,34
French Polynesia,ON,12,8,18
French Polynesia,ON,12,9,24
French Polynesia,ON,12,10,10
French Polynesia,ON,12,11,4
French Polynesia,ON,12,12,14
French Polynesia,ON,13,1,6
French Polynesia,ON,13,3,4
French Polynesia,ON,13,4,6
French Polynesia,ON,13,5,26
French Polynesia,ON,13,6,20
French Polynesia,ON,13,7,42
French Polynesia,ON,13,8,20
French Polynesia,ON,13,9,8
French Polynesia,ON,13,10,14
French Polynesia,ON,13,11,2
French Polynesia,ON,13,12,6
French Polynesia,ON,14,1,6
French Polynesia,ON,14,2,2
French Polynesia,ON,14,3,6
French Polynesia,ON,14,4,15
French Polynesia,ON,14,5,22
French Polynesia,ON,14,6,69
French Polynesia,ON,14,7,80
French Polynesia,ON,14,8,4
French Polynesia,ON,14,9,16
French Polynesia,ON,14,10,8
French Polynesia,ON,14,11,2
French Polynesia,ON,14,12,34
French Polynesia,ON,15,1,4
French Polynesia,ON,15,2,4
French Polynesia,ON,15,3,2
French Polynesia,ON,15,4,2
French Polynesia,ON,15,5,12
French Polynesia,ON,15,6,20
French Polynesia,ON,15,7,103
French Polynesia,ON,15,8,32
French Polynesia,ON,15,9,8
French Polynesia,ON,15,10,5
French Polynesia,ON,15,11,7
French Polynesia,ON,15,12,14
French Polynesia,ON,16,2,16
French Polynesia,ON,16,4,8
French Polynesia,ON,16,5,14
French Polynesia,QC,10,9,56
French Polynesia,QC,10,10,28
French Polynesia,QC,10,11,42
French Polynesia,QC,10,12,112
French Polynesia,QC,11,1,42
French Polynesia,QC,11,2,34
French Polynesia,QC,11,3,28
French Polynesia,QC,11,4,12
French Polynesia,QC,11,5,48
French Polynesia,QC,11,6,40
French Polynesia,QC,11,7,100
French Polynesia,QC,11,8,158
French Polynesia,QC,11,9,68
French Polynesia,QC,11,10,17
French Polynesia,QC,11,11,20
French Polynesia,QC,11,12,63
French Polynesia,QC,12,1,46
French Polynesia,QC,12,2,16
French Polynesia,QC,12,3,37
French Polynesia,QC,12,5,34
French Polynesia,QC,12,6,18
French Polynesia,QC,12,7,96
French Polynesia,QC,12,8,173
French Polynesia,QC,12,9,30
French Polynesia,QC,12,10,26
French Polynesia,QC,12,11,17
French Polynesia,QC,12,12,102
French Polynesia,QC,13,1,36
French Polynesia,QC,13,2,46
French Polynesia,QC,13,3,26
French Polynesia,QC,13,4,10
French Polynesia,QC,13,5,69
French Polynesia,QC,13,6,84
French Polynesia,QC,13,7,140
French Polynesia,QC,13,8,166
French Polynesia,QC,13,9,64
French Polynesia,QC,13,10,32
French Polynesia,QC,13,11,8
French Polynesia,QC,13,12,64
French Polynesia,QC,14,1,39
French Polynesia,QC,14,2,18
French Polynesia,QC,14,3,16
French Polynesia,QC,14,4,12
French Polynesia,QC,14,5,38
French Polynesia,QC,14,6,69
French Polynesia,QC,14,7,120
French Polynesia,QC,14,8,136
French Polynesia,QC,14,9,52
French Polynesia,QC,14,10,52
French Polynesia,QC,14,11,28
French Polynesia,QC,14,12,122
French Polynesia,QC,15,1,34
French Polynesia,QC,15,2,18
French Polynesia,QC,15,3,36
French Polynesia,QC,15,4,30
French Polynesia,QC,15,5,70
French Polynesia,QC,15,6,120
French Polynesia,QC,15,7,122
French Polynesia,QC,15,8,148
French Polynesia,QC,15,9,58
French Polynesia,QC,15,10,29
French Polynesia,QC,15,11,39
French Polynesia,QC,15,12,79
French Polynesia,QC,16,1,25
French Polynesia,QC,16,2,21
French Polynesia,QC,16,3,15
French Polynesia,QC,16,4,25
French Polynesia,QC,16,5,11
French Polynesia,SK,14,8,1
Gabon,AB,11,3,2
Gabon,AB,11,4,2
Gabon,AB,11,5,4
