country,province,year,month,arrivals
Afghanistan,AB,10,9,4
Afghanistan,AB,10,10,0
Afghanistan,AB,10,12,8
Afghanistan,AB,11,3,2
Afghanistan,AB,11,6,2
Afghanistan,AB,11,7,2
Afghanistan,AB,11,8,18
Afghanistan,AB,11,9,2
Afghanistan,AB,11,10,14
Afghanistan,AB,11,11,8
Afghanistan,AB,12,2,2
Afghanistan,AB,12,3,2
Afghanistan,AB,12,5,2
Afghanistan,AB,12,7,4
Afghanistan,AB,12,8,8
Afghanistan,AB,12,9,6
Afghanistan,AB,12,10,2
Afghanistan,AB,12,12,2
Afghanistan,AB,13,3,2
Afghanistan,AB,13,7,2
Afghanistan,AB,13,12,8
Afghanistan,AB,14,4,2
Afghanistan,AB,14,9,6
Afghanistan,AB,14,10,4
Afghanistan,AB,15,2,4
Afghanistan,AB,15,3,4
Afghanistan,AB,15,11,2
Afghanistan,AB,15,12,4
Afghanistan,BC,10,9,22
Afghanistan,BC,10,10,4
Afghanistan,BC,10,11,26
Afghanistan,BC,10,12,4
Afghanistan,BC,11,1,6
Afghanistan,BC,11,2,8
Afghanistan,BC,11,3,2
Afghanistan,BC,11,4,6
Afghanistan,BC,11,6,4
Afghanistan,BC,11,7,3
Afghanistan,BC,11,8,4
Afghanistan,BC,11,9,1
Afghanistan,BC,11,10,20
Afghanistan,BC,11,11,8
Afghanistan,BC,11,12,8
Afghanistan,BC,12,2,2
Afghanistan,BC,12,3,20
Afghanistan,BC,12,5,4
Afghanistan,BC,12,6,5
Afghanistan,BC,12,7,13
Afghanistan,BC,12,8,8
Afghanistan,BC,12,9,11
Afghanistan,BC,12,10,20
Afghanistan,BC,12,11,14
Afghanistan,BC,12,12,16
Afghanistan,BC,13,1,4
Afghanistan,BC,13,2,4
Afghanistan,BC,13,3,4
Afghanistan,BC,13,4,2
Afghanistan,BC,13,5,9
Afghanistan,BC,13,6,12
Afghanistan,BC,13,7,4
Afghanistan,BC,13,8,6
Afghanistan,BC,13,9,23
Afghanistan,BC,13,10,3
Afghanistan,BC,13,11,12
Afghanistan,BC,13,12,4
Afghanistan,BC,14,3,2
Afghanistan,BC,14,4,2
Afghanistan,BC,14,5,8
Afghanistan,BC,14,6,14
Afghanistan,BC,14,7,11
Afghanistan,BC,14,8,6
Afghanistan,BC,14,9,1
Afghanistan,BC,14,10,2
Afghanistan,BC,14,11,2
Afghanistan,BC,14,12,12
Afghanistan,BC,15,1,12
Afghanistan,BC,15,2,6
Afghanistan,BC,15,3,2
Afghanistan,BC,15,4,4
Afghanistan,BC,15,5,2
Afghanistan,BC,15,6,2
Afghanistan,BC,15,8,12
Afghanistan,BC,15,9,1
Afghanistan,BC,15,12,2
Afghanistan,BC,16,1,26
Afghanistan,BC,16,3,10
Afghanistan,BC,16,5,5
Afghanistan,MB,10,10,2
Afghanistan,MB,11,2,1
Afghanistan,MB,11,6,1
Afghanistan,NL,10,9,2
Afghanistan,NL,12,7,13
Afghanistan,NL,13,11,3
Afghanistan,NS,10,12,4
Afghanistan,NS,11,7,2
Afghanistan,NS,12,10,11
Afghanistan,NS,14,4,2
Afghanistan,NS,15,12,2
Afghanistan,NS,16,4,1
Afghanistan,ON,10,9,24
Afghanistan,ON,10,10,18
Afghanistan,ON,10,11,42
Afghanistan,ON,10,12,48
Afghanistan,ON,11,1,25
Afghanistan,ON,11,2,14
Afghanistan,ON,11,3,36
Afghanistan,ON,11,4,6
Afghanistan,ON,11,5,18
Afghanistan,ON,11,6,34
Afghanistan,ON,11,7,52
Afghanistan,ON,11,8,84
Afghanistan,ON,11,9,88
Afghanistan,ON,11,10,42
Afghanistan,ON,11,11,96
Afghanistan,ON,11,12,52
Afghanistan,ON,12,1,29
Afghanistan,ON,12,2,50
Afghanistan,ON,12,3,66
Afghanistan,ON,12,5,88
Afghanistan,ON,12,6,62
Afghanistan,ON,12,7,96
Afghanistan,ON,12,8,41
Afghanistan,ON,12,9,32
Afghanistan,ON,12,10,42
Afghanistan,ON,12,11,6
Afghanistan,ON,12,12,48
Afghanistan,ON,13,1,17
Afghanistan,ON,13,2,22
Afghanistan,ON,13,3,24
Afghanistan,ON,13,4,44
Afghanistan,ON,13,5,34
Afghanistan,ON,13,6,31
Afghanistan,ON,13,7,24
Afghanistan,ON,13,8,32
Afghanistan,ON,13,9,18
Afghanistan,ON,13,10,58
Afghanistan,ON,13,11,10
Afghanistan,ON,13,12,32
Afghanistan,ON,14,1,23
Afghanistan,ON,14,2,20
Afghanistan,ON,14,3,24
Afghanistan,ON,14,4,14
Afghanistan,ON,14,5,30
Afghanistan,ON,14,6,23
Afghanistan,ON,14,7,14
Afghanistan,ON,14,8,24
Afghanistan,ON,14,9,24
Afghanistan,ON,14,10,17
Afghanistan,ON,14,11,66
Afghanistan,ON,14,12,22
Afghanistan,ON,15,1,18
Afghanistan,ON,15,2,10
Afghanistan,ON,15,3,14
Afghanistan,ON,15,4,14
Afghanistan,ON,15,5,32
Afghanistan,ON,15,6,28
Afghanistan,ON,15,7,27
Afghanistan,ON,15,8,14
Afghanistan,ON,15,9,25
Afghanistan,ON,15,10,11
Afghanistan,ON,15,11,8
Afghanistan,ON,15,12,25
Afghanistan,ON,16,1,12
Afghanistan,ON,16,2,17
Afghanistan,ON,16,3,5
Afghanistan,ON,16,4,17
Afghanistan,ON,16,5,12
Afghanistan,QC,10,9,2
Afghanistan,QC,10,10,26
Afghanistan,QC,10,11,22
Afghanistan,QC,10,12,36
Afghanistan,QC,11,1,7
Afghanistan,QC,11,2,10
Afghanistan,QC,11,3,2
Afghanistan,QC,11,5,12
Afghanistan,QC,11,6,4
Afghanistan,QC,11,7,24
Afghanistan,QC,11,8,26
Afghanistan,QC,11,9,20
Afghanistan,QC,11,10,20
Afghanistan,QC,11,11,80
Afghanistan,QC,11,12,34
Afghanistan,QC,12,1,2
Afghanistan,QC,12,2,2
Afghanistan,QC,12,3,7
Afghanistan,QC,12,5,42
Afghanistan,QC,12,6,15
Afghanistan,QC,12,7,10
Afghanistan,QC,12,8,39
Afghanistan,QC,12,9,22
Afghanistan,QC,12,10,48
Afghanistan,QC,12,11,69
Afghanistan,QC,12,12,52
Afghanistan,QC,13,1,6
Afghanistan,QC,13,2,8
Afghanistan,QC,13,3,10
Afghanistan,QC,13,4,2
Afghanistan,QC,13,5,73
Afghanistan,QC,13,6,78
Afghanistan,QC,13,7,20
Afghanistan,QC,13,8,10
Afghanistan,QC,13,9,56
Afghanistan,QC,13,10,2
Afghanistan,QC,13,11,22
Afghanistan,QC,13,12,6
Afghanistan,QC,14,1,12
Afghanistan,QC,14,2,8
Afghanistan,QC,14,3,8
Afghanistan,QC,14,4,16
Afghanistan,QC,14,5,2
Afghanistan,QC,14,6,22
Afghanistan,QC,14,7,2
Afghanistan,QC,14,9,10
Afghanistan,QC,14,10,2
Afghanistan,QC,14,11,16
Afghanistan,QC,14,12,14
Afghanistan,QC,15,1,4
Afghanistan,QC,15,2,4
Afghanistan,QC,15,3,12
Afghanistan,QC,15,5,22
Afghanistan,QC,15,6,8
Afghanistan,QC,15,8,4
Afghanistan,QC,15,9,16
Afghanistan,QC,15,10,10
Afghanistan,QC,15,11,15
Afghanistan,QC,15,12,4
Afghanistan,QC,16,1,5
Afghanistan,QC,16,3,12
Afghanistan,QC,16,4,6
Afghanistan,QC,16,5,12
Afghanistan,SK,13,9,1
Afghanistan,SK,15,3,1
Albania,AB,10,9,2
Albania,AB,10,12,0
Albania,AB,11,4,2
Albania,AB,11,5,2
Albania,AB,11,6,10
Albania,AB,11,7,6
Albania,AB,11,8,0
Albania,AB,11,9,4
Albania,AB,11,11,20
Albania,AB,11,12,6
Albania,AB,12,3,2
Albania,AB,12,6,2
Albania,AB,12,7,2
Albania,AB,12,8,2
Albania,AB,12,10,6
Albania,AB,12,12,2
Albania,AB,13,1,2
Albania,AB,13,2,14
Albania,AB,13,3,12
Albania,AB,13,4,6
Albania,AB,13,6,8
Albania,AB,13,7,16
Albania,AB,13,9,4
Albania,AB,13,10,4
Albania,AB,13,11,10
Albania,AB,13,12,2
Albania,AB,14,1,4
Albania,AB,14,4,8
Albania,AB,14,5,10
Albania,AB,14,7,2
Albania,AB,14,8,10
Albania,AB,14,9,8
Albania,AB,14,10,4
Albania,AB,14,11,6
Albania,AB,14,12,10
Albania,AB,15,1,12
Albania,AB,15,2,4
Albania,AB,15,3,8
Albania,AB,15,4,4
Albania,AB,15,5,6
Albania,AB,15,6,12
Albania,AB,15,9,3
Albania,AB,15,11,7
Albania,AB,15,12,19
Albania,AB,16,1,5
Albania,AB,16,3,5
Albania,BC,10,9,2
Albania,BC,10,12,2
Albania,BC,11,5,2
Albania,BC,11,6,3
Albania,BC,11,8,3
Albania,BC,11,12,4
Albania,BC,12,2,2
Albania,BC,12,5,4
Albania,BC,12,6,6
Albania,BC,12,11,2
Albania,BC,12,12,4
Albania,BC,13,6,4
Albania,BC,13,7,1
Albania,BC,13,8,4
Albania,BC,13,9,1
Albania,BC,13,12,2
Albania,BC,14,2,4
Albania,BC,14,3,4
Albania,BC,14,5,12
Albania,BC,14,6,1
Albania,BC,14,7,3
Albania,BC,14,8,6
Albania,BC,14,9,4
Albania,BC,14,10,2
Albania,BC,14,11,14
Albania,BC,14,12,6
Albania,BC,15,2,8
Albania,BC,15,3,4
Albania,BC,15,4,4
Albania,BC,15,5,7
Albania,BC,15,6,4
Albania,BC,15,7,5
Albania,BC,15,8,7
Albania,BC,15,9,22
Albania,BC,15,10,2
Albania,BC,15,11,16
Albania,BC,15,12,14
Albania,BC,16,1,5
Albania,BC,16,2,10
Albania,BC,16,4,6
Albania,BC,16,5,5
Albania,MB,13,9,1
Albania,MB,14,6,2
Albania,MB,15,9,3
Albania,NB,10,9,2
Albania,NB,11,7,1
Albania,NB,13,9,0
Albania,NB,13,10,0
Albania,NB,13,11,0
Albania,NB,13,12,0
Albania,NB,14,8,0
Albania,NB,14,9,0
Albania,NB,14,10,0
Albania,NB,14,11,0
Albania,NB,15,6,1
Albania,NB,15,7,4
Albania,NB,15,9,0
Albania,NB,15,10,0
Albania,NL,10,9,1
Albania,NL,12,3,2
Albania,NL,12,9,0
Albania,NL,13,8,2
Albania,NL,14,5,4
Albania,NL,14,9,0
Albania,NL,15,3,1
Albania,NS,11,6,2
Albania,NS,11,9,4
Albania,NS,11,10,0
Albania,NS,12,5,2
Albania,NS,12,6,2
Albania,NS,13,5,0
Albania,NS,14,8,8
Albania,NS,15,7,0
Albania,NS,15,9,0
Albania,NS,15,10,0
Albania,NS,16,5,1
Albania,ON,10,9,154
Albania,ON,10,10,114
Albania,ON,10,11,62
Albania,ON,10,12,73
Albania,ON,11,1,52
Albania,ON,11,2,25
Albania,ON,11,3,56
Albania,ON,11,4,52
Albania,ON,11,5,116
Albania,ON,11,6,90
Albania,ON,11,7,102
Albania,ON,11,8,84
Albania,ON,11,9,66
Albania,ON,11,10,93
Albania,ON,11,11,208
Albania,ON,11,12,95
Albania,ON,12,1,56
Albania,ON,12,2,32
Albania,ON,12,3,38
Albania,ON,12,5,94
Albania,ON,12,6,146
Albania,ON,12,7,50
Albania,ON,12,8,76
Albania,ON,12,9,132
Albania,ON,12,10,62
Albania,ON,12,11,96
Albania,ON,12,12,91
Albania,ON,13,1,34
Albania,ON,13,2,62
Albania,ON,13,3,72
Albania,ON,13,4,44
Albania,ON,13,5,84
Albania,ON,13,6,120
Albania,ON,13,7,88
Albania,ON,13,8,92
Albania,ON,13,9,127
Albania,ON,13,10,117
Albania,ON,13,11,74
Albania,ON,13,12,55
Albania,ON,14,1,24
Albania,ON,14,2,52
Albania,ON,14,3,64
Albania,ON,14,4,88
Albania,ON,14,5,132
Albania,ON,14,6,120
Albania,ON,14,7,92
Albania,ON,14,8,62
Albania,ON,14,9,124
Albania,ON,14,10,91
Albania,ON,14,11,70
Albania,ON,14,12,112
Albania,ON,15,1,42
Albania,ON,15,2,29
Albania,ON,15,3,103
Albania,ON,15,4,93
Albania,ON,15,5,88
Albania,ON,15,6,139
Albania,ON,15,7,89
Albania,ON,15,8,84
Albania,ON,15,9,148
Albania,ON,15,10,93
Albania,ON,15,11,62
Albania,ON,15,12,144
Albania,ON,16,1,72
Albania,ON,16,2,44
Albania,ON,16,3,70
Albania,ON,16,4,84
Albania,ON,16,5,86
Albania,PE,14,11,0
Albania,QC,10,9,22
Albania,QC,10,10,12
Albania,QC,10,11,18
Albania,QC,10,12,14
Albania,QC,11,1,17
Albania,QC,11,2,4
Albania,QC,11,3,5
Albania,QC,11,4,12
Albania,QC,11,5,21
Albania,QC,11,6,26
Albania,QC,11,7,10
Albania,QC,11,8,34
Albania,QC,11,9,9
Albania,QC,11,10,16
Albania,QC,11,11,8
Albania,QC,11,12,4
Albania,QC,12,1,17
Albania,QC,12,2,6
Albania,QC,12,3,1
Albania,QC,12,5,23
Albania,QC,12,6,32
Albania,QC,12,7,24
Albania,QC,12,8,10
Albania,QC,12,9,21
Albania,QC,12,10,21
Albania,QC,12,11,8
Albania,QC,12,12,14
Albania,QC,13,1,14
Albania,QC,13,2,6
Albania,QC,13,3,5
Albania,QC,13,4,10
Albania,QC,13,5,21
Albania,QC,13,6,32
Albania,QC,13,7,24
Albania,QC,13,8,2
Albania,QC,13,9,14
Albania,QC,13,10,6
Albania,QC,13,11,7
Albania,QC,13,12,8
Albania,QC,14,1,2
Albania,QC,14,2,2
Albania,QC,14,3,12
Albania,QC,14,4,8
Albania,QC,14,5,18
Albania,QC,14,6,44
Albania,QC,14,7,24
Albania,QC,14,8,17
Albania,QC,14,9,6
Albania,QC,14,10,18
Albania,QC,14,11,8
Albania,QC,14,12,24
Albania,QC,15,1,8
Albania,QC,15,2,8
Albania,QC,15,4,12
Albania,QC,15,5,16
Albania,QC,15,6,32
Albania,QC,15,7,29
Albania,QC,15,8,14
Albania,QC,15,9,11
Albania,QC,15,10,16
Albania,QC,15,11,21
Albania,QC,15,12,21
Albania,QC,16,1,23
Albania,QC,16,3,21
Albania,QC,16,4,9
Albania,QC,16,5,22
Albania,SK,15,3,1
Albania,SK,15,7,4
Albania,SK,15,11,4
Albania,SK,16,3,1
Albania,SK,16,5,8
Algeria,AB,10,9,4
Algeria,AB,10,10,2
Algeria,AB,10,11,2
Algeria,AB,10,12,2
Algeria,AB,11,1,2
Algeria,AB,11,2,6
Algeria,AB,11,3,8
Algeria,AB,11,5,2
Algeria,AB,11,6,12
Algeria,AB,11,7,8
Algeria,AB,11,9,6
Algeria,AB,11,10,6
Algeria,AB,11,11,8
Algeria,AB,11,12,8
Algeria,AB,12,1,16
Algeria,AB,12,2,8
Algeria,AB,12,3,4
Algeria,AB,12,5,6
Algeria,AB,12,6,12
Algeria,AB,12,7,18
Algeria,AB,12,8,8
Algeria,AB,12,9,2
Algeria,AB,12,11,12
Algeria,AB,13,2,4
Algeria,AB,13,4,10
Algeria,AB,13,5,4
Algeria,AB,13,6,1
Algeria,AB,13,7,2
Algeria,AB,13,8,6
Algeria,AB,13,9,2
Algeria,AB,13,10,10
Algeria,AB,13,11,4
Algeria,AB,14,2,2
Algeria,AB,14,4,2
Algeria,AB,14,5,2
Algeria,AB,14,6,2
Algeria,AB,14,7,2
Algeria,AB,14,8,4
Algeria,AB,14,9,22
Algeria,AB,14,10,2
Algeria,AB,14,12,24
Algeria,AB,15,1,2
Algeria,AB,15,3,2
Algeria,AB,15,4,2
Algeria,AB,15,6,2
Algeria,AB,15,8,5
Algeria,AB,15,10,5
Algeria,AB,15,11,5
Algeria,AB,15,12,2
Algeria,AB,16,3,2
Algeria,AB,16,4,3
Algeria,BC,10,11,4
Algeria,BC,11,2,4
Algeria,BC,11,4,4
Algeria,BC,11,6,2
Algeria,BC,11,7,10
Algeria,BC,11,8,2
Algeria,BC,11,9,2
Algeria,BC,11,12,4
Algeria,BC,12,1,4
Algeria,BC,12,3,2
Algeria,BC,12,5,2
Algeria,BC,12,6,4
Algeria,BC,12,7,11
Algeria,BC,12,8,4
Algeria,BC,12,9,4
Algeria,BC,12,10,2
Algeria,BC,12,11,2
Algeria,BC,12,12,2
Algeria,BC,13,5,6
Algeria,BC,13,7,4
Algeria,BC,13,8,3
Algeria,BC,13,10,4
Algeria,BC,13,11,6
Algeria,BC,13,12,2
Algeria,BC,14,2,4
Algeria,BC,14,3,2
Algeria,BC,14,5,14
Algeria,BC,14,6,1
Algeria,BC,14,7,2
Algeria,BC,14,8,3
Algeria,BC,14,9,10
Algeria,BC,14,11,2
Algeria,BC,14,12,2
Algeria,BC,15,3,6
Algeria,BC,15,5,0
Algeria,BC,15,6,8
Algeria,BC,15,8,3
Algeria,BC,15,9,5
Algeria,BC,15,10,14
Algeria,BC,15,11,6
Algeria,BC,15,12,4
Algeria,BC,16,1,16
Algeria,BC,16,3,2
Algeria,BC,16,4,3
Algeria,BC,16,5,6
Algeria,MB,11,1,1
Algeria,MB,15,12,1
Algeria,MB,16,1,1
Algeria,NB,11,6,0
Algeria,NB,11,7,1
Algeria,NB,11,8,0
Algeria,NB,11,9,1
Algeria,NB,11,10,0
Algeria,NB,13,2,0
Algeria,NB,14,11,1
Algeria,NB,15,2,1
Algeria,NB,15,6,0
Algeria,NB,16,5,1
Algeria,NL,10,9,8
Algeria,NL,10,10,2
Algeria,NL,10,11,11
Algeria,NL,11,3,17
Algeria,NL,11,4,12
Algeria,NL,11,5,8
Algeria,NL,11,7,17
Algeria,NL,11,8,18
Algeria,NL,11,9,14
Algeria,NL,11,11,16
Algeria,NL,12,1,4
Algeria,NL,12,2,4
Algeria,NL,12,6,0
Algeria,NL,12,7,2
Algeria,NL,12,9,0
Algeria,NL,13,4,1
Algeria,NL,14,7,1
Algeria,NL,14,10,1
Algeria,NL,15,4,3
Algeria,NL,15,5,3
Algeria,NL,15,7,10
Algeria,NL,15,10,1
Algeria,NL,15,12,10
Algeria,NL,16,4,25
Algeria,NL,16,5,17
Algeria,NS,10,10,0
Algeria,NS,11,10,1
Algeria,NS,13,6,2
Algeria,NS,13,9,2
Algeria,NS,14,6,2
Algeria,NS,14,9,3
Algeria,NS,15,9,1
Algeria,NS,15,10,1
Algeria,NS,16,5,1
Algeria,ON,10,9,18
Algeria,ON,10,10,49
Algeria,ON,10,11,12
Algeria,ON,10,12,12
Algeria,ON,11,1,13
Algeria,ON,11,2,4
Algeria,ON,11,3,8
Algeria,ON,11,4,16
Algeria,ON,11,5,14
Algeria,ON,11,6,32
Algeria,ON,11,7,22
Algeria,ON,11,8,16
Algeria,ON,11,9,48
Algeria,ON,11,10,28
Algeria,ON,11,11,36
Algeria,ON,11,12,30
Algeria,ON,12,1,13
Algeria,ON,12,2,2
Algeria,ON,12,3,23
Algeria,ON,12,5,11
Algeria,ON,12,6,34
Algeria,ON,12,7,50
Algeria,ON,12,8,16
Algeria,ON,12,9,28
Algeria,ON,12,10,24
Algeria,ON,12,11,8
Algeria,ON,12,12,10
Algeria,ON,13,1,9
Algeria,ON,13,2,8
Algeria,ON,13,3,14
Algeria,ON,13,4,14
Algeria,ON,13,5,24
Algeria,ON,13,6,42
Algeria,ON,13,7,8
Algeria,ON,13,8,30
Algeria,ON,13,9,18
Algeria,ON,13,10,24
Algeria,ON,13,11,6
Algeria,ON,13,12,38
Algeria,ON,14,1,19
Algeria,ON,14,2,2
Algeria,ON,14,3,6
Algeria,ON,14,4,20
Algeria,ON,14,5,14
Algeria,ON,14,6,38
Algeria,ON,14,7,40
Algeria,ON,14,8,31
Algeria,ON,14,9,36
Algeria,ON,14,10,22
Algeria,ON,14,11,26
Algeria,ON,14,12,10
Algeria,ON,15,1,22
Algeria,ON,15,2,12
Algeria,ON,15,3,17
Algeria,ON,15,4,11
Algeria,ON,15,5,57
Algeria,ON,15,6,80
Algeria,ON,15,7,77
Algeria,ON,15,8,63
Algeria,ON,15,9,52
Algeria,ON,15,10,40
Algeria,ON,15,11,35
Algeria,ON,15,12,25
Algeria,ON,16,1,25
Algeria,ON,16,2,16
Algeria,ON,16,3,9
Algeria,ON,16,4,21
Algeria,ON,16,5,38
Algeria,QC,10,9,676
Algeria,QC,10,10,508
Algeria,QC,10,11,390
Algeria,QC,10,12,420
Algeria,QC,11,1,189
Algeria,QC,11,2,251
Algeria,QC,11,3,370
Algeria,QC,11,4,410
Algeria,QC,11,5,691
Algeria,QC,11,6,973
Algeria,QC,11,7,1359
Algeria,QC,11,8,933
Algeria,QC,11,9,808
Algeria,QC,11,10,654
Algeria,QC,11,11,1142
Algeria,QC,11,12,571
Algeria,QC,12,1,294
Algeria,QC,12,2,218
Algeria,QC,12,3,550
Algeria,QC,12,5,753
Algeria,QC,12,6,1771
Algeria,QC,12,7,1568
Algeria,QC,12,8,866
Algeria,QC,12,9,826
Algeria,QC,12,10,834
Algeria,QC,12,11,481
Algeria,QC,12,12,626
Algeria,QC,13,1,289
Algeria,QC,13,2,258
Algeria,QC,13,3,548
Algeria,QC,13,4,561
Algeria,QC,13,5,898
Algeria,QC,13,6,1666
Algeria,QC,13,7,1381
Algeria,QC,13,8,1434
Algeria,QC,13,9,955
Algeria,QC,13,10,698
Algeria,QC,13,11,661
Algeria,QC,13,12,639
Algeria,QC,14,1,270
Algeria,QC,14,2,291
Algeria,QC,14,3,445
Algeria,QC,14,4,610
Algeria,QC,14,5,926
Algeria,QC,14,6,1213
Algeria,QC,14,7,2294
Algeria,QC,14,8,1235
Algeria,QC,14,9,865
Algeria,QC,14,10,748
Algeria,QC,14,11,592
Algeria,QC,14,12,689
Algeria,QC,15,1,342
Algeria,QC,15,2,281
Algeria,QC,15,3,446
Algeria,QC,15,4,612
Algeria,QC,15,5,984
Algeria,QC,15,6,1220
Algeria,QC,15,7,2575
Algeria,QC,15,8,1681
Algeria,QC,15,9,1469
Algeria,QC,15,10,735
Algeria,QC,15,11,534
Algeria,QC,15,12,711
Algeria,QC,16,1,403
Algeria,QC,16,2,516
Algeria,QC,16,3,718
Algeria,QC,16,4,1149
Algeria,QC,16,5,970
Algeria,SK,12,5,1
Algeria,SK,12,9,1
American Samoa,AB,10,12,2
American Samoa,AB,11,1,2
American Samoa,AB,11,7,2
American Samoa,AB,12,1,2
American Samoa,AB,13,4,2
American Samoa,AB,15,8,2
American Samoa,AB,15,11,2
American Samoa,BC,10,9,2
American Samoa,BC,10,10,4
American Samoa,BC,10,11,2
American Samoa,BC,11,5,2
American Samoa,BC,11,6,4
American Samoa,BC,11,8,1
American Samoa,BC,11,9,2
American Samoa,BC,11,11,4
American Samoa,BC,12,6,1
American Samoa,BC,12,8,6
American Samoa,BC,12,9,4
American Samoa,BC,12,12,2
American Samoa,BC,13,5,4
American Samoa,BC,13,6,2
American Samoa,BC,13,9,3
American Samoa,BC,13,12,2
American Samoa,BC,14,1,6
American Samoa,BC,14,5,2
American Samoa,BC,14,8,2
American Samoa,BC,14,10,4
American Samoa,BC,14,11,2
American Samoa,BC,15,1,2
American Samoa,BC,15,4,1
American Samoa,BC,15,7,6
American Samoa,MB,12,2,1
American Samoa,NB,13,7,1
American Samoa,ON,10,9,4
American Samoa,ON,10,10,4
American Samoa,ON,11,4,4
American Samoa,ON,11,8,4
American Samoa,ON,13,5,2
American Samoa,ON,13,10,2
American Samoa,ON,14,5,2
American Samoa,ON,15,12,2
American Samoa,ON,16,1,1
American Samoa,QC,10,10,10
American Samoa,QC,12,6,2
American Samoa,QC,13,9,2
American Samoa,QC,14,2,0
American Samoa,QC,14,3,0
American Samoa,QC,14,8,1
American Samoa,QC,14,10,2
American Samoa,SK,13,3,1
Andorra,AB,10,9,2
Andorra,AB,10,12,4
Andorra,AB,11,1,8
Andorra,AB,11,3,2
Andorra,AB,11,5,4
Andorra,AB,11,6,4
Andorra,AB,11,7,0
Andorra,AB,12,1,2
Andorra,AB,12,6,6
Andorra,AB,12,7,6
Andorra,AB,12,8,6
Andorra,AB,12,11,4
Andorra,AB,12,12,2
Andorra,AB,13,3,2
Andorra,AB,13,4,2
Andorra,AB,13,6,8
Andorra,AB,13,10,2
Andorra,AB,13,11,2
Andorra,AB,14,2,2
Andorra,AB,14,4,4
Andorra,AB,14,5,2
Andorra,AB,14,9,6
Andorra,AB,15,2,4
Andorra,AB,15,5,2
Andorra,AB,15,7,7
Andorra,AB,15,8,5
Andorra,AB,15,9,3
Andorra,AB,15,11,12
Andorra,AB,16,2,5
Andorra,BC,10,9,4
Andorra,BC,10,10,2
Andorra,BC,10,11,3
Andorra,BC,10,12,6
Andorra,BC,11,1,0
Andorra,BC,11,2,2
Andorra,BC,11,3,4
Andorra,BC,11,4,1
Andorra,BC,11,5,10
Andorra,BC,11,6,12
Andorra,BC,11,7,22
Andorra,BC,11,9,2
Andorra,BC,11,10,6
Andorra,BC,12,1,6
Andorra,BC,12,3,4
Andorra,BC,12,5,8
Andorra,BC,12,6,3
Andorra,BC,12,7,13
Andorra,BC,12,8,4
Andorra,BC,12,9,2
Andorra,BC,12,10,1
Andorra,BC,12,12,4
Andorra,BC,13,2,0
Andorra,BC,13,4,2
Andorra,BC,13,5,2
Andorra,BC,13,6,2
Andorra,BC,13,7,4
Andorra,BC,13,8,7
Andorra,BC,13,9,7
Andorra,BC,13,12,2
Andorra,BC,14,2,9
Andorra,BC,14,6,11
Andorra,BC,14,7,12
Andorra,BC,14,8,9
Andorra,BC,14,9,9
Andorra,BC,14,11,4
Andorra,BC,14,12,8
Andorra,BC,15,1,4
Andorra,BC,15,2,2
Andorra,BC,15,3,0
Andorra,BC,15,4,11
Andorra,BC,15,5,2
Andorra,BC,15,6,6
Andorra,BC,15,7,30
Andorra,BC,15,8,5
Andorra,BC,15,9,1
Andorra,BC,15,10,2
Andorra,BC,15,11,0
Andorra,BC,16,1,8
Andorra,BC,16,2,4
Andorra,BC,16,3,3
Andorra,BC,16,4,4
Andorra,BC,16,5,7
Andorra,MB,13,12,2
Andorra,MB,14,8,1
Andorra,NB,13,9,1
Andorra,NL,14,1,2
Andorra,NL,14,2,1
Andorra,NL,14,7,1
Andorra,NL,15,7,0
Andorra,NL,15,8,1
Andorra,NS,10,12,8
Andorra,NS,11,10,0
Andorra,ON,10,9,8
Andorra,ON,10,10,6
Andorra,ON,10,11,4
Andorra,ON,10,12,16
Andorra,ON,11,1,8
Andorra,ON,11,3,2
Andorra,ON,11,5,10
Andorra,ON,11,6,26
Andorra,ON,11,7,26
Andorra,ON,11,8,8
Andorra,ON,11,9,8
Andorra,ON,11,10,6
Andorra,ON,11,11,12
Andorra,ON,11,12,6
Andorra,ON,12,1,7
Andorra,ON,12,2,2
Andorra,ON,12,3,0
Andorra,ON,12,5,2
Andorra,ON,12,6,2
Andorra,ON,12,7,20
Andorra,ON,12,8,10
Andorra,ON,12,9,2
Andorra,ON,12,10,6
Andorra,ON,12,11,10
Andorra,ON,12,12,12
Andorra,ON,13,1,3
Andorra,ON,13,2,0
Andorra,ON,13,4,8
Andorra,ON,13,5,5
Andorra,ON,13,6,4
Andorra,ON,13,7,18
Andorra,ON,13,8,8
Andorra,ON,13,9,10
Andorra,ON,13,11,12
Andorra,ON,13,12,12
Andorra,ON,14,1,1
Andorra,ON,14,2,2
Andorra,ON,14,3,4
Andorra,ON,14,4,8
Andorra,ON,14,5,6
Andorra,ON,14,6,27
Andorra,ON,14,7,44
Andorra,ON,14,8,26
Andorra,ON,14,9,2
Andorra,ON,14,10,4
Andorra,ON,14,11,8
Andorra,ON,14,12,8
Andorra,ON,15,1,6
Andorra,ON,15,4,0
Andorra,ON,15,5,14
Andorra,ON,15,6,2
Andorra,ON,15,7,27
Andorra,ON,15,8,5
Andorra,ON,15,9,6
Andorra,ON,15,10,15
Andorra,ON,15,11,4
Andorra,ON,15,12,4
Andorra,ON,16,1,5
Andorra,ON,16,3,10
Andorra,ON,16,4,3
Andorra,ON,16,5,5
Andorra,QC,10,9,22
Andorra,QC,10,10,4
